burst,class,3 class,complete,duration,sig_dur,sig_asym,sig_lag,pulse pk flux,sig_pk flux,S(1+2+3),sigS(1+2+3),hr31 (erg),sig hr31 (erg),log10(dur),asymmetry,lag,log10(p256),log10(S),log10(hr31)
BATSE 2913 p01,L,L,I,2.03,0.28,0.035,0.035,2.08,0.132,5.23E-07,2.86E-08,9.034,1.31,0.307496038,0.061,0.04,-0.878784938,-6.281249265,0.955880086
BATSE 2913 p02,L,L,I,4.23,0.47,0.001,0.1,3.022,0.176,1.60E-06,4.87E-08,3.635,0.241,0.626340367,0.765,0.22,-0.75415062,-5.795066478,0.560504415
BATSE 2913 p03,L,L,I,5.86,0.51,0.058,0.192,0.805,0.069,4.93E-07,2.74E-08,3.524,0.405,0.767897616,0.996,0.45,-1.16272953,-6.307593765,0.5470359
BATSE 2913 p04,L,L,I,1.71,0.27,0.014,0.094,1.459,0.102,2.73E-07,1.86E-08,1.947,0.322,0.23299611,0.472,0.07,-0.990091547,-6.5636783,0.289365952
BATSE 2916 p01,L,L,I,1.67,0.18,0.1,0.244,0.509,0.077,6.65E-08,1.01E-08,6.451,2.379,0.222716471,1,-0.15,-1.11426096,-7.177308989,0.809627042
BATSE 2916 p02,L,L,I,0.743,0.14,0.183,0.132,0.897,0.125,7.52E-08,1.06E-08,3.565,1.065,-0.129011186,0.969,0.11,-0.901865413,-7.123608938,0.552059534
BATSE 2919 p01,L,L,C,3.01,0.36,0,0.035,4.883,0.263,1.83E-06,5.53E-08,8.411,0.598,0.478566496,0.065,-0.08,-0.580287533,-5.737074531,0.924847633
BATSE 2919 p02,L,L,C,10.1,0.71,0.016,0.039,3.273,0.19,3.23E-06,7.10E-08,4.389,0.204,1.004321374,0.973,0.295,-0.721149106,-5.490931955,0.642365581
BATSE 2922 p01,L,L,I,12.99,0.93,0.022,0.306,1.954,0.233,9.58E-07,3.73E-08,3.244,0.275,1.113609151,0.708,0.05,-0.632290304,-6.018634491,0.511080846
BATSE 2922 p02,L,L,I,15.02,1.06,0.002,0.326,1.954,0.233,1.27E-06,4.40E-08,4.458,0.34,1.176669933,0.149,0.89,-0.632290304,-5.897909474,0.649140064
BATSE 2922 p03,L,L,I,24.89,1.27,0.012,0.35,4.203,0.432,3.54E-06,7.27E-08,3.81,0.17,1.396024897,0.953,0.51,-0.364325604,-5.451119437,0.580924976
BATSE 2922 p04,L,L,I,35.19,1.17,0.02,0.622,1.914,0.23,1.40E-06,4.75E-08,2.351,0.137,1.546419267,0.974,2.02,-0.639126773,-5.852632892,0.371252629
BATSE 2922 p05,L,L,I,2.45,1.29,0.023,0.606,1.352,0.178,9.57E-07,3.44E-08,1.709,0.152,0.389166084,0.023,-0.44,-0.750155465,-6.019042684,0.232742063
BATSE 2922 p06,L,L,I,4.61,0.54,0.061,0.918,1.138,0.157,2.67E-07,2.09E-08,4.487,0.697,0.663700925,0.683,1.54,-0.802829674,-6.573814175,0.65195607
BATSE 2924 p01,L,L,C,28.28,1.54,0.023,0.618,0.428,0.093,1.38E-06,4.34E-08,2.413,0.17,1.451479405,0.735,4.73,-1.032500244,-5.861381566,0.382557322
BATSE 2924 p02,L,L,C,46.45,1.96,0.025,0.844,0.39,0.085,1.79E-06,4.89E-08,2.047,0.125,1.666985718,0.909,4.85,-1.068930473,-5.746904414,0.311117843
BATSE 2925 p01,L,L,I,1.6,0.25,0.047,0.11,1.016,0.13,1.69E-07,1.45E-08,1.528,0.312,0.204119983,0.963,0.084,-0.885678055,-6.772627558,0.184123354
BATSE 2925 p02,L,L,I,0.658,0.15,0.133,0.195,0.578,0.08,5.01E-08,8.66E-09,3.002,1.057,-0.181774106,0.786,0.04,-1.094646622,-7.300075597,0.477410688
BATSE 2925 p03,L,L,I,0.775,0.17,0,0.158,0.877,0.114,1.11E-07,1.34E-08,6.481,1.763,-0.110698297,0.047,0.04,-0.941686966,-6.956244873,0.811642021
BATSE 2925 p04,L,L,I,1.32,0.2,0.057,0.238,0.897,0.117,1.74E-07,1.77E-08,9.272,2.066,0.120573931,0.812,0.04,-0.933219578,-6.758951849,0.967173423
BATSE 2931 p01,L,L,I,5.74,0.56,0.082,0.469,0.307,0.068,2.18E-07,1.90E-08,7.231,1.43,0.758911892,0.735,0.49,-1.168899168,-6.661344334,0.859198362
BATSE 2931 p02,L,L,I,13.33,0.94,0.027,0.51,0.525,0.108,7.89E-07,3.54E-08,4.562,0.426,1.124830149,0.67,0.28,-0.968031948,-6.102978044,0.659155281
BATSE 2932 p01,L,X,C,46.04,,0.033,,0.269,0.074,,,,,1.663135315,0.963,,-1.129025632,,
BATSE 2940 p01,L,X,I,24.42,1.39,0.01,0.431,,,3.62E-06,7.69E-08,5.525,0.248,1.38774566,0.43,0.51,,-5.440931666,0.742332282
BATSE 2940 p02,L,X,I,2.29,0.32,0.003,0.332,,,2.82E-07,2.24E-08,10.593,1.971,0.359835482,0.157,-0.03,,-6.550521601,1.025018972
BATSE 2940 p03,L,X,I,4.79,0.5,0.117,0.156,,,1.05E-06,4.23E-08,17.787,2.178,0.680335513,0.811,-0.17,,-5.978810701,1.250102705
BATSE 2940 p04,L,X,I,5.9,0.53,0.015,0.073,,,2.12E-06,6.19E-08,10.51,0.699,0.770852012,0.246,-0.16,,-5.673459331,1.021602716
BATSE 2944 p01,L,I,C,6.01,0.55,0.027,0.215,1.099,0.141,7.84E-07,3.56E-08,6.05,0.606,0.778874472,0.954,-0.044,-0.850467671,-6.105683937,0.781755375
BATSE 2944 p02,L,I,C,1.95,0.16,0.014,0.408,0.468,0.069,5.02E-08,9.34E-09,8.148,3.326,0.290034611,0.014,-0.05,-1.15819123,-7.299555899,0.91105102
BATSE 2944 p03,L,I,C,2.15,0.29,0.054,0.254,0.808,0.108,2.48E-07,2.10E-08,12.494,2.627,0.33243846,0.837,-0.03,-0.965130514,-6.605373236,1.096701502
BATSE 2945 p01,L,I,?,6.78,0.44,0.093,0.578,0.28,0.041,1.35E-07,1.23E-08,1.072,0.269,0.831229694,0.972,0.236,-1.385034767,-6.870632404,0.030194785
BATSE 2945 p02,L,I,?,2.12,0.35,0.03,0.106,0.936,0.109,2.96E-07,1.77E-08,0.819,0.142,0.326335861,0.714,0.235,-0.96160269,-6.528855035,-0.086716098
BATSE 2948 p01,L,L,I,46.82,1.95,0.053,1.144,0.304,0.064,1.44E-06,4.43E-08,3.566,0.272,1.670431409,0.859,1.72,-1.19070384,-5.843148099,0.552181339
BATSE 2948 p02,L,L,I,15.4,1.09,0.012,0.501,0.418,0.085,7.98E-07,3.39E-08,2.945,0.269,1.187520721,0.4,1.09,-1.071852454,-6.097997109,0.469085299
BATSE 2950 p01,L,L,I,2.08,0.31,0.012,0.246,0.722,0.103,1.89E-07,1.69E-08,4.407,0.873,0.318063335,0.41,0.13,-0.989121573,-6.723538196,0.644143051
BATSE 2950 p02,L,L,I,2.13,0.3,0.012,0.179,0.854,0.118,2.19E-07,1.84E-08,5.238,0.998,0.328379603,0.513,0.14,-0.926758909,-6.660151217,0.719165494
BATSE 2950 p03,L,L,I,3.25,0.48,0.012,0.195,0.763,0.107,3.55E-07,2.12E-08,3.585,0.605,0.511883361,0.401,0.05,-0.968762081,-6.450016389,0.55448916
BATSE 2950 p04,L,L,I,5.27,0.35,0.012,0.171,0.676,0.097,2.53E-07,2.13E-08,4.595,0.681,0.721810615,0.967,0.39,-1.01296552,-6.596536299,0.662285516
BATSE 2950 p05,L,L,I,1.41,0.22,0.012,0.323,0.475,0.073,6.33E-08,9.36E-09,2.778,0.93,0.149219113,0.825,0.18,-1.137998399,-7.19893947,0.443732241
BATSE 2950 p06,L,L,I,2.81,0.24,0.012,0.328,0.457,0.071,7.91E-08,1.12E-08,4.074,1.176,0.44870632,0.032,0.17,-1.151502957,-7.101658834,0.610021025
BATSE 2950 p07,L,L,I,0.203,0.28,0.012,0.223,0.644,0.093,1.12E-07,1.18E-08,1.584,0.407,-0.692503962,0.984,0.09,-1.030503586,-6.950781977,0.199755177
BATSE 2950 p08,L,L,I,8.31,0.61,0.012,0.327,0.507,0.077,3.12E-07,1.95E-08,1.489,0.23,0.919601024,0.989,0.57,-1.115391313,-6.506123889,0.172894698
BATSE 2950 p09,L,L,I,4.11,0.48,0.012,0.472,0.434,0.068,2.40E-07,1.94E-08,6.154,1.157,0.613841822,0.282,0.05,-1.16904158,-6.619969752,0.789157492
BATSE 2951 p01,L,I,?,2.37,0.33,0.012,0.193,0.655,0.085,1.76E-07,1.51E-08,1.958,0.392,0.374748346,0.104,0.021,-1.072704963,-6.753747688,0.291812687
BATSE 2951 p02,L,I,?,2.42,0.42,0.012,0.225,0.543,0.073,3.42E-07,2.48E-08,14.899,2.842,0.383815366,0.163,0.46,-1.138267441,-6.466227942,1.17315712
BATSE 2951 p03,L,I,?,1.37,0.24,0.012,0.103,1.166,0.138,2.56E-07,2.04E-08,5.568,0.946,0.136720567,0.807,0.03,-0.860049554,-6.591590422,0.745699227
BATSE 2951 p04,L,I,?,3.77,0.33,0.012,0.111,1.098,0.131,3.22E-07,2.08E-08,2.529,0.379,0.57634135,0.977,0.25,-0.88284601,-6.49241396,0.402948829
